success,algorithm,seed,cell_map,task,reactive_peds,task_path_length_m,task_n_turns,task_min_sidewalk_width_m,task_n_signalised_junctions,demand_total_ph,map_task
1,dijkstra+lstm_rl,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+lstm_rl,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+lstm_rl,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+lstm_rl,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,dijkstra+lstm_rl,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
1,dijkstra+lstm_rl,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+lstm_rl,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,dijkstra+lstm_rl,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,dijkstra+lstm_rl,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,dijkstra+lstm_rl,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+lstm_rl_upstream,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+lstm_rl_upstream,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+lstm_rl_upstream,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,dijkstra+lstm_rl_upstream,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,dijkstra+mpc,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,dijkstra+mpc,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+mpc,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+mpc,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,dijkstra+mpc,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+mpc,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+mpc,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,dijkstra+mpc,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,dijkstra+mpc,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+mpc,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,dijkstra+mpc_dompc,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,dijkstra+mpc_dompc,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+mpc_dompc,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+mpc_dompc,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,dijkstra+mpc_dompc,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+mpc_dompc,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
1,dijkstra+mpc_dompc,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+mpc_dompc,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,dijkstra+mpc_dompc,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+mpc_dompc,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,dijkstra+orca,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+orca,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+orca,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+orca,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,dijkstra+orca,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+orca,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+orca,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+orca,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,dijkstra+orca,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+orca,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,dijkstra+orca_heuristic,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+orca_heuristic,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+orca_heuristic,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+orca_heuristic,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,dijkstra+orca_heuristic,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+orca_heuristic,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+orca_heuristic,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,dijkstra+orca_heuristic,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,dijkstra+orca_heuristic,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+orca_heuristic,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,dijkstra+rrt,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+rrt,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+rrt,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+rrt,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,dijkstra+rrt,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+rrt,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+rrt,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+rrt,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,dijkstra+rrt,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+rrt,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,dijkstra+sarl,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+sarl,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,dijkstra+sarl,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,dijkstra+sarl,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,dijkstra+sarl,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
1,dijkstra+sarl,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
1,dijkstra+sarl,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+sarl,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,dijkstra+sarl,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,dijkstra+sarl,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,dijkstra+sarl_upstream,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,dijkstra+sarl_upstream,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,dijkstra+sarl_upstream,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,dijkstra+sarl_upstream,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,dijkstra+sarl_upstream,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+sarl_upstream,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
1,dijkstra+sarl_upstream,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,dijkstra+sarl_upstream,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,dijkstra+sarl_upstream,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,dijkstra+sarl_upstream,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,dijkstra+teb,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+teb,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+teb,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,dijkstra+teb,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,dijkstra+teb,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+teb,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+teb,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+teb,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,dijkstra+teb,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+teb,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,dijkstra+teb_upstream,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,dijkstra+teb_upstream,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,dijkstra+teb_upstream,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,dijkstra+teb_upstream,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,dijkstra+teb_upstream,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,dijkstra+teb_upstream,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,dijkstra+teb_upstream,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,dijkstra+teb_upstream,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,dijkstra+teb_upstream,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,dijkstra+teb_upstream,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,rrt+astar,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+astar,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,rrt+astar,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+astar,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+astar,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+astar,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+astar,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+astar,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,rrt+astar,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+astar,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,rrt+cadrl,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+cadrl,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+cadrl,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+cadrl,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+cadrl,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+cadrl,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+cadrl,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+cadrl,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,rrt+cadrl,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+cadrl,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,rrt+cadrl_upstream,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+cadrl_upstream,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+cadrl_upstream,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+cadrl_upstream,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,rrt+cadrl_upstream,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+cadrl_upstream,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+cadrl_upstream,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+cadrl_upstream,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,rrt+cadrl_upstream,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+cadrl_upstream,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+crowdnav_attngraph,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,rrt+crowdnav_attngraph,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,rrt+crowdnav_attngraph,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+crowdnav_attngraph,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,rrt+crowdnav_attngraph,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+crowdnav_attngraph,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
1,rrt+crowdnav_attngraph,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+crowdnav_attngraph,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,rrt+crowdnav_attngraph,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,rrt+crowdnav_attngraph,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+crowdnav_dsrnn,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+crowdnav_dsrnn,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,rrt+crowdnav_dsrnn,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,rrt+crowdnav_dsrnn,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,rrt+crowdnav_dsrnn,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+crowdnav_dsrnn,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+crowdnav_dsrnn,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+crowdnav_dsrnn,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,rrt+crowdnav_dsrnn,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+crowdnav_dsrnn,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+dijkstra,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+dijkstra,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+dijkstra,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+dijkstra,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+dijkstra,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+dijkstra,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+dijkstra,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,rrt+dijkstra,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,rrt+dijkstra,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+dijkstra,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+dwa,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,rrt+dwa,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,rrt+dwa,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,rrt+dwa,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,rrt+dwa,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+dwa,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+dwa,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,rrt+dwa,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,rrt+dwa,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,rrt+dwa,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
0,rrt+lstm_rl,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,rrt+lstm_rl,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+lstm_rl,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,rrt+lstm_rl,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+lstm_rl,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+lstm_rl,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
1,rrt+lstm_rl,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,rrt+lstm_rl,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,rrt+lstm_rl,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,rrt+lstm_rl,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+lstm_rl_upstream,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+lstm_rl_upstream,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
1,rrt+lstm_rl_upstream,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+lstm_rl_upstream,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,rrt+lstm_rl_upstream,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+lstm_rl_upstream,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+lstm_rl_upstream,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,rrt+lstm_rl_upstream,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,rrt+lstm_rl_upstream,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+lstm_rl_upstream,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+mpc,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
0,rrt+mpc,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+mpc,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,rrt+mpc,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+mpc,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+mpc,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+mpc,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+mpc,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
1,rrt+mpc,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,rrt+mpc,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+mpc_dompc,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,rrt+mpc_dompc,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+mpc_dompc,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
0,rrt+mpc_dompc,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+mpc_dompc,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+mpc_dompc,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+mpc_dompc,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
0,rrt+mpc_dompc,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,rrt+mpc_dompc,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
1,rrt+mpc_dompc,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+orca,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,rrt+orca,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+orca,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,rrt+orca,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
0,rrt+orca,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
0,rrt+orca,5,map2_crossing,t05,pysf,207.6,2,2.0,1,1399.6475999999998,map2_crossing:t05
0,rrt+orca,6,map2_crossing,t05,pysf,207.6,2,2.0,1,1349.5751999999998,map2_crossing:t05
1,rrt+orca,7,map2_crossing,t05,pysf,207.6,2,2.0,1,1113.0516,map2_crossing:t05
0,rrt+orca,8,map2_crossing,t05,pysf,207.6,2,2.0,1,1038.7656,map2_crossing:t05
0,rrt+orca,9,map2_crossing,t05,pysf,207.6,2,2.0,1,1151.9027999999998,map2_crossing:t05
1,rrt+orca_heuristic,1,map2_crossing,t05,pysf,207.6,2,2.0,1,1165.9572000000003,map2_crossing:t05
1,rrt+orca_heuristic,10,map2_crossing,t05,pysf,207.6,2,2.0,1,1494.9576,map2_crossing:t05
0,rrt+orca_heuristic,2,map2_crossing,t05,pysf,207.6,2,2.0,1,1622.2104000000004,map2_crossing:t05
1,rrt+orca_heuristic,3,map2_crossing,t05,pysf,207.6,2,2.0,1,991.8432,map2_crossing:t05
1,rrt+orca_heuristic,4,map2_crossing,t05,pysf,207.6,2,2.0,1,1090.8755999999998,map2_crossing:t05
